"","63129.6953","69705.1484","76280.5938","82856.0391","89431.4922","92060.1250","94692.6172","96006.9375",
"1600.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",
"2400.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",
"3800.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",
"4000.0000","-11.7188","-9.3750","-7.0313","-4.6875","-2.3438","0.0000","0.0000","0.0000",
"4800.0000","-28.9063","-24.2188","-18.7500","-13.2813","-6.2500","-3.1250","0.0000","0.0000",
"5600.0000","-39.8438","-34.3750","-27.3438","-18.7500","-10.9375","-7.8125","-3.1250","0.0000",
"6400.0000","-24.2188","-17.1875","-10.9375","-4.6875","0.0000","0.0000","0.0000","0.0000",
"7200.0000","-24.2188","-17.1875","-10.9375","-4.6875","0.0000","0.0000","0.0000","0.0000",
"8000.0000","-24.2188","-17.1875","-10.9375","-4.6875","0.0000","0.0000","0.0000","0.0000",
"",
"Series","Name","Unit",
"Table","Airflow - Turbo - Boost - Compensation - Boost Barometric Compensation","PERCENT",
"X Axis","Boost Control - Barometric Pressure","PASCAL",
"Y Axis","Boost Control - Wastegate - RPM","RPM",
